	Iozone: Performance Test of File I/O
	        Version $Revision: 3.465 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England, Vikentsi Lapa,
	             Alexey Skidanov.

	Run began: Thu Sep 22 12:45:36 2016

	O_DIRECT feature enabled
	Auto Mode
	Command line used: /root/iozone -I -a
	Output is in kBytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 kBytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                              random    random     bkwd    record    stride                                    
              kB  reclen    write  rewrite    read    reread    read     write     read   rewrite      read   fwrite frewrite    fread  freread
              64       4    20612    24131    13766    18145    17543    23632    16271     24177     13901   831569  1232453  1991276  2772930
              64       8    38370    38972    25066    29655    28421    40971    24681     42301     18658   952555  1452528  2278628  2892445
              64      16    61968    65379    17204    44385    41696    66250     5553     64129     18884  1049372  1690338  2278628  2772930
              64      32    96984   102895    65844    71510    73306   104052    22963    103570     21240  1101022  1947927  1991276  2358717
              64      64   136413   140335   110158   128511   109040   139099    42610    140335     61783  1083249  1679761  1460430  1492919
             128       4    21397    24724    14975    17954    17879    24705    16701     24451     16400   992724  1436229  2660335  3199360
             128       8    39071    40867    18236    28419    28400    38299    22690     38220     19260  1133103  1663139  2905056  3445772
             128      16    58881    63899    29311    43345    43053    63937    39910     64583     33799  1240443  1827299  2985839  3468030
             128      32    97705   106315    48723    70522    71072   102892    65005     15342     45973  1266785  2004703  2558895  2920861
             128      64   149180   154193    42327   120758   110539   145619    46868    146453     44366  1243315  2098744  2140585  2132084
             128     128   190731   187926   157080   158424   150055   183369   125884    182870     88028  1278855  2035099  1102844  1346196
             256       4    21153    24878    15575    17673    17648    24390    14940     24544     15320  1036624  1570244  2943325  3197509
             256       8    36472    39083    22875    27935    28806    40069    23287     39781     25076  1195962  1826695  3368013  3654598
             256      16    61039    64695    30717    44788    45037    65341    34895     66012     40706  1306564  1985448  3545976  3935921
             256      32    26939   106092    50953    73585    72375   104188    40692    105044     44889  1398455  2114473  3454704  3705040
             256      64   141044   146449    76949   117595   114902   152372    75272    154211     81111  1495866  2097948  2719671  2783115
             256     128   184974   190927    74768   160001   158396   192192    79162    197713    107926  1292410  2223962  2165650  2097948
             256     256   247816   255725   248792   256519   228562   264481    60998    261517     59689  1479379  2413957  1506359  1420658
             512       4    21173    24726    16140    17849    17741    24751    15636     24611     15956  1087440  1640796  3259661  3388236
             512       8    37462    39865    25606    28054    28277    40141    24162     39405     25127  1138158  1848401  3122224  3822466
             512      16    60808    33030    37550    44983    46860    66875    37080     66502     38398  1236455  1961520  3659616  3963567
             512      32   100233   107649    61318    72543    71889   106491    50970    106862     55292  1233614  2065273  3710197  3815675
             512      64   146457   155425    71578   113504   115943   152750    72347    154541     93838  1417662  2039772  3244885  3346002
             512     128   188445    52664   130381   155010   156478   193209   122079    193209    133369  1475116  2073249  2768068  2347475
             512     256   254597   257035   163782   228072   225960   258863   164371    263242    102053  1209982  2009236  1961520  2081286
             512     512   296294   326772   315815   316653   315629   306748   137961    320003    172796  1283761  1938502  2391924  2391924
            1024       4    18627    24865    16264    17150    16430    24728    15379     24601     15628  1076755  1590254  3335105  3447541
            1024       8    37015    39934    25470    26683    27071    40238    24141     32031     23469  1193442  1875690  3738636  3835457
            1024      16    60956    66623    39313    42037    42532    67576    40279     65886     38336  1284839  1875690  3722435  4044965
            1024      32    97272   106989    59887    66567    67896   106556    61854    106335     59372  1338494  1907343  3680961  3955557
            1024      64   145331   156694   103039   109978   108475   155385   100244     75288     93243  1272279  1855433  3170172  3345496
            1024     128   188749   195681   136587   149907   148087   197753   110881    198026    141632  1307923  1920993  3057339  3048658
            1024     256    98728   262628   219278   246090   231051   267219   170213    266589    172739  1374474  1896395  2528227  2421329
            1024     512   316719   340767   282790   306787   287715   347017   285554    343410     90949  1341839  1983996  2646630  2715230
            1024    1024   346765   392635   377022   371414   379957   401894   169394    400171    332252  1374474  2111788  2708381  2751762
            2048       4    19871    24967    16562    16778    15162    25010    14695     24912     14505  1075515  1620190  3224685  3314266
            2048       8    37669    40223    25457    25522    23916    40453    23850     39988     21355  1172238  1809243  3799501  3807923
            2048      16    60238    66196    40203    39596    39165    67145    38493     66409     38297  1257160  1943069  3814687  3864455
            2048      32    97588    77030    61262    62479    63254   106583    63580    106532     61819  1285570  1967548  3938881  4104506
            2048      64    97686   157686   101986   101060   100461   153559    96064    153798     99994  1264191  1846580  3307884  3346546
            2048     128   191066   198391   121111   133962   135728   199493   135066    197629    153053  1276022  1856558  3430751  3530875
            2048     256   254888   265655   202952   213803   206345   267884   192354    140505    182303  1228571  1713940  2726266  2720222
            2048     512   312579   147222   280893   280700   279321   334801   265041    335901    226469  1325442  1734007  2824887  2797290
            2048    1024   146947   380594   335350   351171   340022   379685   347998    380594    369860  1207501  2195338  2790021  2848305
            2048    2048   287242   408775   331813   338628   323029   374880   313961    151466    336796  1343057  2033695  2473485  2585923
            4096       4    21145    23855    16806    16676    14438    24747    14333     25356     14520  1097768  1539165  3088901  3368069
            4096       8    35178    39557    25190    25316    23096    39592    22763     40307     23249  1174627  1734148  3450600  3882626
            4096      16    60417    66142    39195    39261    37899    65940    37704     66115     38094  1248373  1876390  3679713  4048222
            4096      32    97535    92113    61999    62647    62236   106688    61731    106869     56320  1263801  1908491  3828122  4117102
            4096      64   144292   159415    99131   101228   100171   153967    96326    120432     98908  1264266  1788674  3483484  3689988
            4096     128   147767   200057   130628   135494   136328   198276   132527    199699    132548  1265756  1785514  3482778  3656998
            4096     256   259010   263969   218779   217063   217560   265782   201434    265024    195363  1221218  1674646  3199942  3298235
            4096     512   174818   339383   276791   275103   275323   340993   261243    335107    289922  1237492  1601881  2728780  2976515
            4096    1024   370241   386526   180544   350324   340655   380634   279912    396893    355221  1391780  1762434  2523925  2846325
            4096    2048   375157   331582   349875   349370   349733   228074   310465    391146    311580  1345140  2441083  2548637  2548637
            4096    4096   406789   383378   402237   402472   382090   182628   353169    396362    379256  1344298  1874548  2405199  2389808
            8192       4    20827    24301    16477    16575    14270    24395    14240     24515     14397  1112728  1444790  2531513  2738088
            8192       8    36691    39370    25430    25556    23380    40140    23069     40247     23322  1226528  1614512  2875338  3110096
            8192      16    59203    65328    39338    39370    37723    66272    37718     65713     37706  1294161  1726029  2921546  3142235
            8192      32    98294   106762    63114    63486    63849   107661    62194    105338     63302  1289063  1753423  3050997  3350598
            8192      64   143499   155599   100860   103215   102194   155741    98093    153563    101694  1262260  1700320  2920552  3070628
            8192     128   190366   197202   133190   135119   133108   197697   132370    198858    130222  1280226  1708096  2934020  3077228
            8192     256   259102   265697   213705   216450   214618   265414   201673    264377    208851  1202406  1621522  2735254  2849348
            8192     512   255146   330522   273358   273512   273349   332940   251797    327876    307494  1119435  1439705  2071385  2207527
            8192    1024   299645   382839   352828   356996   343670   379134   323999    376814    363442  1246869  1594137  2594008  2611357
            8192    2048   347117   392056   349043   365028   362590   339409   351015    380120    356621  1415331  1811572  2527602  2538620
            8192    4096   379209   375969   405444   425951   421484   392338   387253    367174    386926  1300923  2460804  1978244  1981552
            8192    8192   391230   385922   431563   443409   435999   388079   419779    392109    405363  1066118  1363275  1794073  1798016
           16384       4    20961    24461    13707    13527    14391    24569    14462     25384     14638  1099814  1457903  2646435  2816163
           16384       8    36266    40087    25498    25469    23060    40351    23029     40965     23455  1220967  1633696  3035204  3191236
           16384      16    59359    66659    39657    39676    38013    66817    38456     66367     38638  1289954  1740403  3165365  3304646
           16384      32    96015   104533    62955    63019    62988   105477    62979    105636     63182  1290172  1777589  3226447  3401313
           16384      64   143372   154695   101335   101626   101707   152619    99268    154484    100551  1257014  1703304  2941908  2993033
           16384     128   190003   197304   134412   135398   133565   197621   133212    197604    133315  1238014  1623775  2500999  2482029
           16384     256   257630   264907   212203   213734   213274   265952   210288    265164    209134  1187237  1577371  2866440  2883035
           16384     512   327954   338574   264062   273194   270060   338449   265746    338554    271061  1153963  1510191  2576097  2653691
           16384    1024   372728   378155   345353   357051   354401   365607   343163    380793    368013  1178968  1531906  2596538  2607672
           16384    2048   304859   366189   355354   365951   368163   371132   368760    377737    364656  1222227  1570989  2580547  2501363
           16384    4096   380199   377573   416568   408517   406590   382259   419251    390392    392129  1341972  1698546  2168367  2153553
           16384    8192   390197   393393   426001   446285   445230   397112   384826    385878    418557  1292210  2376619  2356004  2378264
           16384   16384   380810   385352   450082   448716   446941   384509   438872    393675    461456  1184087  1566798  2094033  2105646
           32768      64   142842   153863    98923    99690    90424    82010    78418    146721    101221  1244086  1710060  3035526  3088390
           32768     128   189894   197510   133760   133434   134106   196847   134024    196996    133771  1261025  1702941  3056385  3098625
           32768     256   258538   265788   216227   215623   214193   265613   212350    266246    212478  1173981  1591063  2877169  2927858
           32768     512   326573   334637   272433   271735   272050   333968   270129    335792    273110  1112624  1472316  2477368  2480363
           32768    1024   373411   376262   348669   351347   349838   367552   347719    373675    347482  1113264  1453383  2456161  2426886
           32768    2048   353893   368274   375525   373064   373893   366429   359866    371401    353016  1152384  1497420  2563594  2626700
           32768    4096   380570   380435   414212   414333   414371   379585   420544    375096    401549  1205374  1552179  2178879  2177291
           32768    8192   376630   391255   436813   445913   440482   387694   441385    394642    440056  1389538  1787084  2340589  2363857
           32768   16384   386752   391671   458043   459425   460839   392713   461105    382987    462427  1197747  2125603  2122714  2120781
           65536      64   144717   155116    95044    82231    83378   154561   102101    154137    101877  1249162  1680842  2981748  3041835
           65536     128   188869   196166   134005   134615   133558   197291   133239    197316    134816  1249661  1699717  3004990  3041801
           65536     256   256380   265212   213737   215746   200297   163951   169988    178078    213972  1154392  1565981  2850756  2851998
           65536     512   328516   334391   273067   273048   272458   335428   272913    334980    270484  1111966  1495846  2637381  2596916
           65536    1024   370062   377607   348338   350132   348935   368709   342750    369431    341541  1101146  1453351  2553208  2513771
           65536    2048   372403   364256   368848   372649   373891   369017   370951    373524    369927  1109215  1431977  2602202  2575914
           65536    4096   378857   381940   423287   421491   422502   384802   412277    382991    399578  1107660  1431575  2179290  2189637
           65536    8192   386892   389684   442201   442535   442721   387913   440980    386405    431771  1193275  1517280  2190597  2210699
           65536   16384   382685   391741   466540   466422   465732   385612   458800    390818    458421  1372942  1775756  2226997  2224114
          131072      64   143480   155680    91566    93823   102902   155718   101271    155544     99915  1246903  1694179  3027276  3035885
          131072     128   183924   198671   121298   109147   134927   198475   134112    195029    133526  1251117  1700930  3069961  3057293
          131072     256   248070   267643   206353   168560   168818   221893   213589    268422    213943  1160062  1551129  2913542  2925247
          131072     512   284084   279170   244410   246213   248021   271983   231808    202607    214142  1114947  1459939  2546571  2632541
          131072    1024   368207   350074   346418   349140   292596   282706   265565    293616    269133  1103272  1435038  2612190  2621444
          131072    2048   367774   371676   373957   371773   307155   315227   285383    314200    290088  1083007  1391231  2543507  2488080
          131072    4096   361920   379030   418624   416953   371986   354573   313720    345579    314162  1105263  1417960  2202893  2169853
          131072    8192   370496   370357   330018   422363   380276   373349   336400    365010    321535  1134647  1474691  2226725  2221704
          131072   16384   380033   381748   339678   348107   342020   367838   458940    387695    451835  1206025  1547318  2220205  2241158
          262144      64   142586   152637    92901   100518    99651   154827    99747    153430    100431  1247099  1683030  2979893  2975055
          262144     128   186485   197834   123006   135408   133636   196731   133655    196933    133767  1246542  1684448  3027724  3041014
          262144     256   257154   264496   186154   177500   213619   268406   212791    263671    213767  1159225  1543222  2909924  2884253
          262144     512   325491   324518   263219   219814   223319   335823   274845    328447    275146  1114917  1466072  2625192  2656237
          262144    1024   357637   368051   316173   269196   271282   286533   307933    367871    351040  1097824  1442349  2610737  2601662
          262144    2048   365786   358577   346204   290560   283066   309010   288732    370811    377728  1081300  1399796  2578030  2548949
          262144    4096   378500   369459   397474   325711   324893   347838   322767    344319    343380  1081091  1396989  2233468  2250838
          262144    8192   384782   369872   418728   336336   338603   370817   334814    367477    337967  1103402  1421573  2218610  2242597
          262144   16384   382391   387520   427678   345901   353071   379111   345664    383268    337801  1132968  1454205  2231659  2231084
          524288      64   143187   154819    95059   100188   100015   153701    99256    154032     94217  1243107  1682681  2984369  2956531
          524288     128   187943   199011   125792   135313   134837   199704   134225    197101    123861  1236694  1681461  3040126  3049693
          524288     256   257027   259909   183069   214264   213301   257756   213386    265801    182695  1158741  1547156  2940052  2921669
          524288     512   320263   335425   231507   256951   274385   328100   272533    331955    232766  1111887  1461726  2622018  2593481
          524288    1024   368101   362652   293575   268301   324154   370672   347830    370575    295052  1103833  1440909  2658850  2673178
          524288    2048   365031   366090   311965   289580   325067   362965   369107    363745    316233  1075257  1391980  2579357  2587159
          524288    4096   373236   377243   353528   325495   323317   345036   420285    378851    356409  1076701  1394520  2259601  2262221
          524288    8192   381820   374732   372338   340863   337019   361517   355035    382552    375939  1080099  1395872  2231410  2237706
          524288   16384   379271   380231   388599   348960   351954   375383   352591    378922    391604  1102529  1400742  2209472  2204577

iozone test complete.
