	Iozone: Performance Test of File I/O
	        Version $Revision: 3.465 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England, Vikentsi Lapa,
	             Alexey Skidanov.

	Run began: Thu Sep 22 11:00:24 2016

	O_DIRECT feature enabled
	Auto Mode
	Command line used: /root/iozone -I -a
	Output is in kBytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 kBytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                              random    random     bkwd    record    stride                                    
              kB  reclen    write  rewrite    read    reread    read     write     read   rewrite      read   fwrite frewrite    fread  freread
              64       4    20336    23916    10874    18109    17500    22122     9765     23617     11700   801764  1183548  1947927  2892445
              64       8    38972    39000    26755    28481    27814    40252    19446     39651     19127   969761  1385075  2298136  2923952
              64      16    62560    64655    36742    43684    44540    69027    39338     65252     28445  1049372  1690338  2298136  2772930
              64      32    97584    98335    36095    71187    73306   100020    32033     98011     41990  1183548  2067979  1947927  2278628
              64      64   141296   140335   113273   112844   121419   140703    55996    138812     40685  1143223  1722886  1421755  1484662
             128       4    21001    24653    13253    18046    17728    24869    16978     24577     14309   962469  1346196  2673584  3053774
             128       8    38707    41422    21308    28985    28628    41196    25019     41118     24014  1038825  1579934  2920861  2166499
             128      16    60747    65037    30504    44395    43762    64809    40623     64974     32870  1185654  1778862  2985839  3468030
             128      32   101838   104149    33889    72113    68558   105521    44107    106063     34187  1421023  2066432  2727923  1939522
             128      64   148643   151666    70485   121222   110335   147987    96667    145936     64128  1123617  1967960  1939522  2035099
             128     128   180230   191616   152745   157449   150984   186555   136026    184440     87072  1332828  2098744  1451764  1391557
             256       4    21099    24722    14755    17966    17497    24376    15382     25061     16458   966633  1439707  2975955  3245838
             256       8    37197    39826    23659    28533    27574    39764    21336     39203     22570  1148625  1718521  3368013  3654598
             256      16    61231    66892    35217    45822    45730    66929    34616     66354     37608  1243036  1897721  3511189  3879045
             256      32    96717   105343    43018    72360    72030   104706    53388    107829     56439  1325925  2045979  2726577  3654598
             256      64   145773   150135    80606   120756   118845   155348    48046    156094     60448  1439707  2081678  2754556  2849590
             256     128   186614   191063   113123   151662   149550   191336   103976    195268    106746  1219045  2170027  2135500  2045979
             256     256   223612   237248   222223   219902   226584   255482   110253    252954    110674  1158540  2152625  1504249  1384034
             512       4    21122    24629    15591    18084    17948    25099    16039     24626     16544  1032044  1510391  3244885  2860238
             512       8    36387    39714    24011    27862    27946    39372    24292     40000     25707  1086890  1610042  3610395  3795443
             512      16    60292    66823    36815    44564    46243    66727    33932     66125     35934  1300082  1917728  3795443  3963567
             512      32    97747   106575    51102    72779    72469   108039    56133    105177     64104  1358474  2047551  3736016  3905895
