	Iozone: Performance Test of File I/O
	        Version $Revision: 3.465 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England, Vikentsi Lapa,
	             Alexey Skidanov.

	Run began: Thu Sep 22 11:52:46 2016

	O_DIRECT feature enabled
	Auto Mode
	Command line used: /root/iozone -I -a
	Output is in kBytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 kBytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                              random    random     bkwd    record    stride                                    
              kB  reclen    write  rewrite    read    reread    read     write     read   rewrite      read   fwrite frewrite    fread  freread
            4096      32    97835   106973    61777    62695    63207   106508    61406    107127     62067  1263429  1842581  3706707  4072211
            4096      64   145729   157593    96697   101073   100767   155304    99196    154013     99422  1263429  1790351  3430618  3720353
            4096     128   191081   198584   130487   132103   134026   198641   124641    197225    134071  1198639  1723881  2978579  3114661
            4096     256   266524   279398   196375   203923   201426   277001   199249    275823    199252  1221653  1658960  3217923  3245890
            4096     512   335028   344087   254219   288956   279534   345624   262935    340452    280451  1226362  1612557  2728780  2842558
            4096    1024   374886   391440   316074   330835   335218   387922   284563    398754    304042  1288831  1633097  2144586  2529871
            4096    2048   378446   341535   355060   375747   366302   385071   330427    402793    314472  1317090  2463132  2473416  2519114
            4096    4096   425688   378521   251532   413526   415888   259112   380070    377232    405464  1264638  1774632  2184398  2211675
            8192       4    21127    24587    16542    16582    14232    24704    14333     24770     14396  1055929  1417784  2590879  2776812
            8192       8    36498    39773    25332    25383    23216    40057    22969     39762     23128  1216497  1616715  2849348  3067065
            8192      16    59540    65881    39666    39723    38036    66043    37807     65706     37936  1286264  1712779  3038317  3324662
            8192      32    96939   105804    62968    61802    62597   106587    62589    105795     63075  1285831  1742574  2998544  3259997
            8192      64   143825   155154   101835   102013   101088   152701    98614    153287    100530  1266540  1693615  2809508  2919560
            8192     128   190250   197088   133609   130273   133394   196786   132160    197922    130396  1238554  1641038  2524445  2651254
            8192     256   206989   275149   205137   206805   195456   275435   201168    274704    203023  1210753  1600971  2872214  2968237
            8192     512   337426   340921   274126   288287   287852   342246   268870    339987    332992  1163797  1524402  2452724  2484649
            8192    1024   374612   380494   320574   346750   347957   387550   323486    383702    331552  1243845  1567877  2572066  2594008
            8192    2048   368794   387677   338890   376228   377199   371823   364347    392127    374265  1421715  1818379  2418710  2362174
            8192    4096   386030   372484   391944   396206   413505   390914   387379    370948    410051  1296407  2426568  2332509  2307601
            8192    8192   384380   384565   434241   433278   429283   387493   426999    389929    398116  1266914  1750118  2314752  2333935
           16384       4    20681    24513    13649    13165    14172    24433    14202     25130     14448  1057925  1429784  2702320  2816509
           16384       8    36924    39604    25517    25547    23087    39493    23213     40626     23520  1192615  1593022  2969751  3142926
           16384      16    59493    65791    39760    39617    37824    66020    37978     66724     38024  1267049  1739477  3135755  3298618
           16384      32    96480   105511    63160    62995    63378   106544    63426    106449     63656  1288357  1764580  3241820  3389402
           16384      64   143302   154910   102142   102368   101482   153530   100183    154039    100737  1240271  1666702  2646435  2634463
           16384     128   189275   197139   134489   134530   133533   197311   133277    197883    132090  1250791  1706646  2985492  3103607
           16384     256   261997   204424   204026   206759   203996   275231   203083    275033    203089  1171032  1577661  2968212  3055040
           16384     512   301525   250877   272680   261862   250369   312046   237835    278710    261804  1135262  1523922  2635777  2673617
           16384    1024   288878   300028   325194   315927   273134   342539   302729    334442    297074  1175238  1537940  2678933  2644704
           16384    2048   342194   333360   313527   342653   343912   297999   303975    286829    349041  1205143  1559332  2459378  2420142
           16384    4096   360952   338441   359092   302566   380658   361733   332771    341375    336206  1388698  1776578  2325626  2366959
           16384    8192   363071   324191   378122   380439   357229   381112   335971    371400    380952  1277912  2365574  2334871  2340916
           16384   16384   358229   375650   426043   361248   414920   385687   366064    377293    351339  1131020  1479244  1981655  1987386
           32768      64    43236   128730   100891   101804    90683    79836    78037    120342    101213  1255817  1717218  3043121  3121356
           32768     128   189757   196357   133342   134159   133351   194835   132873    197709    133519  1249015  1702498  3119301  3168124
           32768     256   266094   274804   206299   205373   204870   273442   204572    274592    205024  1161372  1589922  3057337  3052448
           32768     512   335352   343610   290668   290620   290976   341810   283257    296331    277252  1114709  1505737  2558012  2635818
           32768    1024   369424   379601   339579   348122   344364   373241   338652    374222    339639  1137741  1488839  2611626  2589532
           32768    2048   364834   303199   382955   385501   381475   373658   377929    378082    373016  1125111  1462913  2522148  2502128
           32768    4096   386077   387740   423977   417320   424868   376540   423715    383139    321955  1221964  1567402  2362516  2390583
           32768    8192   389386   384975   444498   450847   442733   388251   442960    382723    453354  1388541  1764961  2333079  2351320
           32768   16384   383049   385302   425315   461449   461592   385202   459579    383381    464919  1288911  2395834  2329560  2341227
           65536      64   146008   156461    99302    83855    81214   150720   102571    153439    102635  1246358  1684034  3041667  3067155
           65536     128   189631   198374   134193   134550   133297   197149   133710    184170    135005  1230512  1665252  2952888  2935544
           65536     256   267413   255932   202428   205979   189805   164384   166761    192598    207317  1156816  1550382  2941890  2983399
           65536     512   335500   345267   291806   291026   290500   342507   286053    343215    288460  1111134  1480905  2647057  2650580
           65536    1024   374215   376146   346192   346547   345739   377550   340753    348703    327140  1093398  1456647  2562013  2571552
           65536    2048   372010   375857   388058   387782   388495   345715   372299    375379    380212  1098400  1412906  2520987  2537698
           65536    4096   379616   348529   424835   421060   427928   383673   422835    386453    403927  1130436  1461651  2268384  2254191
           65536    8192   358741   382296   444788   442467   448447   381635   448115    385814    446074  1186107  1526965  2141413  2180241
           65536   16384   381659   385660   461830   464806   465305   384964   459372    386556    402503  1349141  1720785  2228658  2245316
          131072      64   140884   153932    92073    93455   101924   153945   101102    155123    100948  1242953  1667413  3001558  3008242
          131072     128   190067   191507   122157   109934   134050   199572   134105    200343    134178  1235876  1681509  3036472  3020788
          131072     256   266371   260080   196566   166185   164484   230508   206875    277587    207116  1148464  1530126  2928863  2904706
          131072     512   334489   327507   290108   290476   228226   210321   222684    272950    288915  1104415  1452191  2566472  2557303
          131072    1024   346874   374675   343542   344235   280304   292227   266425    284075    270122  1103661  1442300  2658601  2680731
          131072    2048   374465   376154   382528   387345   324460   314120   303416    312659    290158  1081147  1404692  2543648  2561008
          131072    4096   358937   381604   423634   424444   379150   352648   321971    358510    326466  1095094  1417408  2232766  2232041
          131072    8192   357925   371707   386800   390492   381961   371835   383660    375839    378580  1123374  1465098  2229877  2231044
          131072   16384   377454   379695   366401   377192   361596   376050   350052    372895    374413  1218004  1559065  2281297  2313594
          262144      64   142183   154676    92715   100814   100921   155964   101937    154638     99389  1231613  1687864  2928292  2946829
          262144     128   185462   200164   116432   135090   133436   195291   133229    194845    134202  1228283  1670940  3007064  2996337
          262144     256   260043   275623   179696   175583   205682   276671   206574    275006    205560  1151021  1532369  2986108  2935774
          262144     512   332939   332983   256426   226153   221683   338359   288579    338161    289362  1108741  1447686  2617125  2591764
          262144    1024   358807   368816   305085   266508   268126   282747   323087    374210    342608  1094410  1441627  2632181  2604072
          262144    2048   359304   375161   360252   296124   290987   312204   299469    372068    385470  1080439  1396961  2582851  2571801
          262144    4096   377802   367332   400006   324399   324247   347049   324714    347663    325354  1077628  1397572  2215962  2238898
          262144    8192   372885   380743   428314   335606   341408   372195   331340    364763    338379  1105043  1423920  2231066  2244804
          262144   16384   316225   317558   394248   386916   395127   362127   328381    373505    356097  1118901  1441841  2208902  2219169
          524288      64   143831   156017    98056   104022   103095   154949    99491    154027     93761  1240628  1689142  2994358  3018978
          524288     128   188618   199742   123646   134631   133700   197862   133646    194869    124372  1228220  1676133  3045296  3026965
          524288     256   265289   271817   180142   207697   207147   272570   206452    275431    177969  1153792  1525810  3003860  2989680
          524288     512   281008   282692   235744   234291   290579   341942   288627    340583    242042  1109554  1448205  2637702  2646903
          524288    1024   361991   370758   289031   265267   331676   370187   342900    371236    288095  1090093  1420415  2615842  2589868
          524288    2048   368941   366690   326349   297330   312627   372663   386688    369161    325455  1073238  1389744  2581441  2592775
          524288    4096   373038   372754   358647   320572   325230   346581   421884    377490    357827  1068064  1385565  2260279  2284538
          524288    8192   380370   379203   378092   343163   340678   358428   341994    380277    381975  1081130  1391234  2231487  2237506
          524288   16384   380644   378741   392738   350593   348862   373348   353260    380060    395920  1099076  1411045  2199628  2216936

iozone test complete.
