	Iozone: Performance Test of File I/O
	        Version $Revision: 3.465 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England, Vikentsi Lapa,
	             Alexey Skidanov.

	Run began: Mon Sep 26 08:58:44 2016

	O_DIRECT feature enabled
	Auto Mode
	Command line used: /root/iozone -I -a
	Output is in kBytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 kBytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                              random    random     bkwd    record    stride                                    
              kB  reclen    write  rewrite    read    reread    read     write     read   rewrite      read   fwrite frewrite    fread  freread
              64       4     3887     4096    25901    41580    40971    14759    25158      1922     17752   866463  1183548  1991276  2801873
              64       8     3953     4015    30189    69872    68516     9152    29850      8829     32716  1033216  1421755  1679761  3057153
              64      16    17703    19069    45291    91810    87075    26240    38624     21375     36158  1105556  1690338  2358717  2923952
              64      32    42354    39828   107770   125039   116366    46955    38552     44043     44202  1279447  2133730  1553394  2278628
              64      64   189331   125272   192730   201255   180788   244297    29876    243411     31573  1101022  1734015  1336792  1330167
             128       4     1962     3505    31558    42343    41595    16229    30325      4095     32973   976473  1391557  2727923  3199360
             128       8     3719     3787    65369    72976    71261    17635    42711      7846     42525  1093856  1319723  2920861  3560017
             128      16    15566    14974    58369    91556    89124    35048    46697     16558     53177  1206978  1663139  2969325  3468030
             128      32    16666    17055    43373   128628   123680    25326    49155     33342     60582  1209698  2035099  2727923  2969325
             128      64    73184    74681   167572   187140   181509    82840    82904     93080     85450  1217930  2098744  1967960  2027414
             128     128   266066   186296   273522   287126   259633   319222    57941    332467     56963  1231904  1997245  1406136  1377278
             256       4     3455     2695    20458    34824    35729    10662    31136      3510     31197  1027695  1376935  1970871  3326279
             256       8     3618     4458    72336    71972    72272    32144    47948      7278     49699  1147398  1652404  2872459  3717869
             256      16     6913     9010    69225    97375    95768    45126    76620     16057     72151  1185399  1790149  3368013  3770085
             256      32    15224    15489    63430   130739   127118    55991    95309     34712     86453  1237306  1924938  3197509  3511189
             256      64    60333    37597   136472   208785   200145    44911    74852     34537     81160  1376935  2015259  2665657  2719671
             256     128   120188   151855   266980   284148   274417   136977   178279    185646     95623  1175022  1868008  2097948  2061693
             256     256   298029   400529   352184   347848   318825   346949   259370    342741    181442  1407621  2266207  1479379  1375171
             512       4     2403     2579    24029    25022    27258    16311    32778      2571     30845  1008300  1379416  3239989  3409755
             512       8     7009     5472    47757    62332    61761    19458    52480      7390     47805  1145443  1610042  3201349  3884698
             512      16    14417    10225    60150    93822    87211    30382    78467     15677     63351  1289156  1834193  3849877  4131319
             512      32    23660    26971    90699   128739   128125    58594    61171     16261     97929  1326585  1834193  3284589  3884698
             512      64    36120    30425   159749   208984   206373   128255   132505     60966    144186  1354190  1861217  3201349  2891043
             512     128   108888   114668   222311   268509   273362   152208   128094     68029    148575  1413929  1985091  2638816  2665014
             512     256   192051   127425   268912   296457   283017   132333   188230    263113    231889  1233614  2097550  2032051  1945526
             512     512   330341   375643   340232   370523   349025   349252   308599    349707    306923  1267097  1999881  2584820  2597325
            1024       4     2910     2520    25000    24952    25702    14158    32342      2827     27359  1023877  1490373  3284101  3458646
            1024       8     5270     5116    47532    47588    49152    23808    46815      5670     50078  1160862  1684429  3594699  3999762
            1024      16    10520     9574    82586    88192    73753    44523    61346     13183     60996  1241389  1865101  3877004  4014717
            1024      32    16990    21473    85877   105166   108232    73163    96132     21849     81658  1233900  1796451  3529706  4029784
            1024      64    33592    43307   137523   177685   177596   112331   155926     50154    144549  1307923  1889720  3348104  3379719
            1024     128    54785    89744   232994   259376   259768    75338   113627    106957    267652  1341839  1855433  3092561  3158515
            1024     256   124694   119083   258580   288935   267919   233095   171409    123774    274021  1365299  1783768  2666347  2592318
            1024     512   244507   193721   297151   356168   335182   264601   288043    331406    259894  1217806  1987669  2716948  2730767
            1024    1024   430452   318409   350072   339985   360715   332561   263514    361048    363370  1253344  1914144  2259550  2255990
            2048       4     2613     2651    25425    25434    25797    15064    31614      2633     27650  1049113  1463909  3282603  3465352
            2048       8     4943     5875    47104    47237    46674    26093    47090      5874     45873  1130878  1667687  3690142  3821475
            2048      16     9607    11554    83896    86893    69687    40431    62968     10576     67508  1198237  1757781  3848872  3953383
            2048      32    20093    19767   100123   101931   102103    60231    97343     21731     89900  1231389  1787407  3730203  3931669
            2048      64    37402    36117   163549   168394   167292    96914   150566     38563    158182  1258081  1804302  3448657  3555722
            2048     128    68252    75338   229832   231623   240521   177901   171926     93451    230164  1272054  1775951  3185225  3324528
            2048     256   107338   125806   242223   257640   245301   172752   242339    158932    280361  1254773  1718053  2872113  2921939
            2048     512   202713   183217   266637   325230   300254   221739   280856    253526    305172  1349174  1725646  2810101  2779189
            2048    1024   251191   322980   373998   373722   357916   242572   250305    256670    303276  1231566  2113766  2772014  2833273
            2048    2048   307973   222896   350155   286228   364725   265557   296984    351099    307279  1342218  2023634  2649737  2821176
            4096       4     2541     2699    25684    25676    25786    15205    32099      2690     26808  1046735  1417737  3082251  3427880
            4096       8     5184     5494    48485    47444    47174    27218    49092      5353     44266  1113060  1631236  3480661  3841819
            4096      16     9722    10332    87573    88833    69794    46211    66543     11169     67019  1184834  1684167  3726809  4079948
            4096      32    19843    19461    97728   103408   103348    66153    93336     20800     99166  1233760  1799729  3803543  4187346
            4096      64    35536    37257   161781   172528   171639   109060   153092     38648    161139  1231813  1747376  3354915  3528559
            4096     128    66282    66460   224906   229942   228471   150642   202321     78832    216469  1244214  1757925  3421735  3621537
            4096     256    96710   106853   232317   245813   255395   201089   240362    158538    257061  1186552  1645611  3141429  3266255
            4096     512   160369   182961   250337   290083   299897   224994   261526    205560    313702  1127376  1492110  2547125  2685695
            4096    1024   199319   186870   329104   271113   287742   219978   330243    229405    261275  1366756  1723189  2582737  2864359
            4096    2048   221250   189699   327049   342134   332847   233109   320425    211504    360279  1274489  2402172  2470570  2529871
            4096    4096   242096   209920   295441   343970   384132   237669   307619    263835    283515  1303697  1844361  2418063  2412291
            8192       4     2584     2693    25937    25955    22071     5436    32253      2648     26517  1044216  1370125  2557516  2755655
            8192       8     5158     5418    49529    48938    47456    27717    48512      5364     43909  1152980  1515660  2826843  3057785
            8192      16    10442    10079    88882    89571    71565    48507    67897     10779     65339  1228194  1656625  3021750  3311205
            8192      32    19150    19209   103673   102445   103260    68887    97391     20482     99617  1209134  1609068  2914360  3178865
            8192      64    35379    36403   174263   168893   169410   106280   153465     38711    157702  1237439  1660307  2815955  2982148
            8192     128    65868    61821   233835   231620   229539   153474   199406     78730    218523  1237082  1668369  2919560  3073925
            8192     256    97376    98898   237793   236019   241522   216085   230728    151451    221267  1176832  1543092  2788304  2874376
            8192     512   131086   143575   268150   260269   288045   229300   198993    199023    268037  1151666  1503655  2588342  2624722
            8192    1024   156467   169451   263458   278724   328679   231223   283557    213327    287469  1223994  1580280  2534501  2591465
            8192    2048   199202   178619   320613   353790   314060   203023   344069    200239    311128  1354943  1740808  2294043  2261133
            8192    4096   196800   223893   296371   290837   314520   193152   314955    200793    341091  1297239  2418710  2342527  2346687
            8192    8192   198840   200283   310928   282715   386087   212585   298586    222022    306346  1263792  1735971  2400964  2427254
           16384       4     2592     2642    25550    17226    16738    12919    33046      2638     26502  1043040  1354163  2646027  2818936
           16384       8     5231     5287    49777    49826    48330    27206    49803      5276     44397  1139516  1519407  3008364  3162889
           16384      16    10038    10153    90581    91008    72301    45586    68749     10983     66297  1211133  1627813  3193164  3360726
           16384      32    18617    18811   103881   104303   104869    71097    98206     21016     98988  1238483  1690440  3232214  3407553
           16384      64    35738    35433   171495   169553   169022    93667   159041     38232    162346  1221227  1658816  2796338  2886062
           16384     128    61770    62424   236240   237366   233946   139383   210680     76996    193538  1235610  1679041  3031188  3129757
           16384     256    94639    97501   244811   245118   231985   185764   237925    153901    232714  1140935  1553445  2948852  3015625
           16384     512   133803   143493   275370   258475   276611   184244   263404    225681    249832  1125648  1494070  2594871  2653691
           16384    1024   158733   176477   286769   279652   268329   226658   258847    210542    287388  1144050  1506021  2565997  2620599
           16384    2048   167269   174869   313497   312742   318451   184598   313491    186940    300884  1140878  1486893  2185121  2192651
           16384    4096   171137   178242   283878   271757   271946   201560   269269    202204    270091  1370120  1754533  2329568  2341235
           16384    8192   185784   179897   270487   335606   277037   224576   282482    186220    285972  1163872  1967584  2054405  2064776
           16384   16384   186079   186848   267655   288456   305580   189708   319302    187911    279242  1241032  1707027  2359077  2388680
           32768      64    26610    35108   174566   173385   172952   104372   159122     38104    160394  1226303  1673639  3009009  3069560
           32768     128    60438    63182   238444   234299   234891   132955   205075     75786    211442  1213141  1637175  2909881  2977846
           32768     256    96920    97798   233649   235316   233659   187094   228809    144302    236344  1124541  1513314  2772466  2819213
