	Iozone: Performance Test of File I/O
	        Version $Revision: 3.465 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England, Vikentsi Lapa,
	             Alexey Skidanov.

	Run began: Mon Sep 26 07:39:15 2016

	O_DIRECT feature enabled
	Auto Mode
	Command line used: /root/iozone -I -a
	Output is in kBytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 kBytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                              random    random     bkwd    record    stride                                    
              kB  reclen    write  rewrite    read    reread    read     write     read   rewrite      read   fwrite frewrite    fread  freread
            2048     512   148934   140081   279858   319901   294298   235380   281205    265147    295829  1357275  1715309  2805512  2897301
            2048    1024   236625   256478   287281   264567   330702   243784   327462    234705    335141  1190763  2070958  2540795  2673655
            2048    2048   242483   259171   287069   286600   365641   191565   270542    217920    388688  1372455  2007554  2669500  2790021
            4096       4     2657     2628    25736    25715    25597    15531    32230      2595     26656  1058147  1494836  2998333  3402085
            4096       8     5006     5299    48406    48446    47031    27371    47364      5145     45531  1164673  1760267  3450600  3879120
            4096      16     9819     9810    87846    89409    72161    45918    68180     11365     66745  1215774  1815515  3650781  3954116
            4096      32    19246    20017    96480   102233   102174    64856    95640     19965     98234  1207230  1760087  3637640  4043458
            4096      64    35586    35289   172267   171898   170616    96170   151528     38531    159938  1216462  1717505  3284991  3537277
            4096     128    66104    65007   228696   230655   229546   137041   206824     76352    220642  1242324  1771703  3354915  3512686
            4096     256   108153    99829   225029   224301   231976   192074   246035    160777    249831  1197303  1615741  3200538  3322474
            4096     512   128320   141139   252371   281260   269400   198728   275548    238862    344985  1189675  1572987  2654571  2771480
            4096    1024   190697   175929   302932   283244   302154   268713   253761    223080    259998  1352233  1705230  2448388  2728780
            4096    2048   206224   211494   281707   293453   327074   204798   315662    266665    337529  1297788  2416702  2449785  2539595
            4096    4096   214810   192336   313319   304107   330726   209987   297091    246331    268239  1273261  1784030  2321978  2319470
            8192       4     2560     2599    25816    25859    21242     5638    31782      2632     26450  1070836  1406813  2525373  2722467
            8192       8     5182     5351    48725    47991    47106    27623    48278      5336     44360  1202238  1622440  2863357  3100833
            8192      16    10053    10097    88412    89154    68826    46472    67602     10799     66700  1252596  1692530  2965931  3273975
            8192      32    19338    19103   103940   103362   102999    66754    97546     20435     99101  1236326  1666669  3024942  3330140
            8192      64    34450    35345   172834   174461   173225   101073   158262     38365    161262  1242720  1652641  2800805  2962862
            8192     128    65007    61880   231131   235552   231778   148279   212349     80762    222791  1240835  1667074  2883543  2989673
            8192     256   101291   103038   241253   233843   236073   216558   233503    149505    227253  1159008  1557148  2813188  2930016
            8192     512   123707   131187   247672   273432   262530   213822   270264    183220    274935  1097972  1424958  2065036  2185066
            8192    1024   204019   165175   281107   263833   269996   203953   264230    210955    286243  1220126  1569381  2527602  2589122
            8192    2048   171578   183816   281162   307148   308946   200769   280673    204349    344028  1381417  1776265  2531513  2539371
            8192    4096   205379   193540   376785   324553   329249   190043   339295    196624    345800  1291097  2386953  1982581  1959404
            8192    8192   217288   178016   309249   324896   348699   177921   305956    175556    285525  1253922  1713804  2382154  2418540
           16384       4     2567     2591    21717    15314    17471    13140    32900      2589     26665  1046837  1391792  2640943  2736649
           16384       8     5197     5396    49603    49921    48335    28138    49549      5239     44311  1177937  1593317  3028516  3203734
           16384      16    10000    10384    89660    90283    69882    48605    69351     10928     66278  1231138  1680560  3176485  3345021
           16384      32    19135    19346   104055   104559   104895    70354    99558     20553     98266  1234744  1692564  3203734  3394257
           16384      64    34938    35030   169965   174649   172396    94717   162283     38372    161183  1239622  1674744  2993164  3067038
           16384     128    61525    61632   233098   234671   231340   142135   207557     76100    210602  1228190  1660139  2907554  2970907
           16384     256    95216   102952   239798   247480   236526   193030   237952    144948    230232  1146953  1536942  2810749  2850980
           16384     512   133627   141060   282258   258251   265348   205829   276034    195837    256874  1125500  1480582  2530656  2607672
           16384    1024   166272   168289   270180   292759   274585   226617   267345    197802    267297  1142529  1496249  2555595  2578901
           16384    2048   167474   177040   295388   290950   331258   191517   290599    194625    301619  1199778  1570127  2564465  2606386
           16384    4096   168880   175334   345093   338798   323968   206049   347802    191448    308422  1342182  1724981  2220998  2236102
           16384    8192   216822   193287   315946   331956   321791   198668   320444    186389    300618  1280889  2349319  2282219  2288604
           16384   16384   181323   197726   306541   339395   326902   181832   342739    177319    340247  1122650  1469941  2008589  2034817
           32768      64    34507    35208   174426   173336   172780   102433   160717     38295    162538  1232295  1676354  3054755  3123697
           32768     128    61554    63450   233367   234335   233806   140832   211605     77394    211131  1225844  1661158  3011251  3069834
           32768     256    98045    95366   235977   238169   240037   183218   236684    143751    232010  1146539  1545876  3072167  3104154
           32768     512   132811   138007   261426   263353   262835   199167   266895    193760    265192  1101628  1468885  2546070  2587290
           32768    1024   161603   162949   270320   285629   276129   233202   258951    187520    275208  1074818  1412661  2432470  2455108
           32768    2048   169338   168571   288501   310640   300287   195635   303227    186852    309874  1070782  1381159  2333872  2325815
           32768    4096   169917   171127   336675   322840   313329   186859   331203    198348    317392  1155873  1480834  2140733  2146182
           32768    8192   173659   167495   336333   338981   362209   176937   325945    186332    323254  1342297  1710039  2146886  2156216
           32768   16384   201136   195873   316024   326540   325835   194194   309751    190838    333394  1268310  2283198  2304367  2324949
           65536      64    34566    35433   174146   175668   135408    57543   118245     38692    163424  1205256  1657920  2986511  3049022
           65536     128    61149    61496   237390   233604   233560   146049   215018     77662    213913  1200136  1656112  2963553  2994841
           65536     256    96039    96556   235678   235307   226408   122432   188053    100040    197276  1130752  1531858  2955428  3013985
           65536     512   129597   133898   259442   261384   261686   212324   253159    187659    257796  1088492  1476704  2604964  2651244
           65536    1024   160570   175149   272470   271575   282182   211989   269648    189825    273813  1082078  1427990  2521773  2552402
           65536    2048   166130   164369   301238   303902   303065   202737   317930    180256    309552  1081273  1420962  2564427  2582205
           65536    4096   167936   161673   320987   324580   324781   180667   330367    180839    328288  1103374  1432574  2220503  2223521
           65536    8192   172526   178380   331558   323954   339432   182650   327524    185339    322700  1151066  1487524  2219983  2216385
           65536   16384   182345   192411   321399   315810   317630   194575   323842    193195    308217  1295586  1671541  2199114  2229797
          131072      64    34718    35272   137160    93309   119939    98578   162277     38324    162591  1208983  1649225  2865284  2943793
          131072     128    61123    62040   228095   154506   164442   113752   214945     77407    217529  1207334  1638851  2868289  2936262
          131072     256    97329    97679   231264   184893   191036   137855   236100    143342    233784  1119978  1499133  2921345  2957730
          131072     512   130771   137108   258831   221877   221306   148629   221453    187949    267043  1082998  1443399  2586017  2657368
          131072    1024   160075   164216   268930   281268   244896   173763   246640    167915    249290  1073868  1421329  2574283  2621544
          131072    2048   164083   168174   294451   305954   285746   174636   270973    171040    282866  1052964  1370142  2522315  2500710
          131072    4096   167085   167245   327690   327925   308981   171244   300908    180247    299413  1059109  1367739  2147283  2179047
          131072    8192   168325   162234   339232   325654   317952   172933   309808    173782    312598  1100630  1420650  2261850  2257762
          131072   16384   187410   181680   308564   305100   301750   185904   300923    191544    307947  1170231  1516652  2179297  2220017
          262144      64    34046    35275   115856   123025   174671   100510   162991     38143    163368  1212378  1653083  2953137  3032735
          262144     128    61488    61763   186907   156505   235019   144392   214822     76596    215698  1206097  1656392  3035548  3042066
          262144     256    95756    96908   206141   186323   227545   178556   232704    141511    234764  1117532  1512127  2962383  3028992
          262144     512   131434   129944   240092   221511   239394   200363   258289    189915    261386  1076978  1425004  2560273  2584029
          262144    1024   161706   161513   260533   253882   247089   194509   271095    187263    274083  1066702  1404279  2587903  2565363
          262144    2048   168962   161606   293173   282022   283582   171012   276303    179128    305439  1051376  1366038  2538017  2588567
          262144    4096   166548   163467   314343   303374   302888   168062   299720    174706    299874  1053523  1374460  2244364  2268288
          262144    8192   169943   176412   317758   306795   308242   171200   306404    171233    308454  1066519  1382607  2196542  2231428
          262144   16384   183743   189450   310237   308348   307351   184861   303707    191467    309133  1096818  1422230  2224953  2237413
          524288      64    34726    35369   119925   175852   174784   102268   163322     38240    126279  1206074  1651570  2912390  2951757
          524288     128    61248    62171   169775   239445   237984   142471   215772     77015    163926  1202286  1636420  2911596  2967211
          524288     256    95347    96992   194284   233194   237358   181598   234288    143013    191257  1121224  1513292  2945869  2973908
          524288     512   132161   134791   230190   247068   261338   200995   258760    188535    226891  1080104  1426956  2603504  2597350
          524288    1024   160905   163553   251856   256574   273434   207176   271664    185514    248643  1063591  1407144  2589920  2613691
          524288    2048   162462   166456   286119   280900   279795   185386   309775    176674    286762  1042680  1364221  2562140  2558250
          524288    4096   162129   166192   304947   299154   300072   166926   320161    180733    306020  1040997  1364878  2229039  2259327
          524288    8192   167451   170972   316702   310399   310464   172176   308160    177394    312934  1047061  1357127  2214971  2254303
          524288   16384   182548   186648   310476   307659   308830   185458   307237    188822    305676  1053974  1365315  2174269  2205032

iozone test complete.
