	Iozone: Performance Test of File I/O
	        Version $Revision: 3.465 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England, Vikentsi Lapa,
	             Alexey Skidanov.

	Run began: Mon Sep 26 08:18:57 2016

	O_DIRECT feature enabled
	Auto Mode
	Command line used: /root/iozone -I -a
	Output is in kBytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 kBytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                              random    random     bkwd    record    stride                                    
              kB  reclen    write  rewrite    read    reread    read     write     read   rewrite      read   fwrite frewrite    fread  freread
              64       4     3518     2559    29172    42327    40977     6163    12123      1777     16904   874936   939223  2006158  2923952
              64       8     3897     7558    62487    70718    69116    17189    36970      7951     30623  1017549  1392258  2444640  2772930
              64      16    16771    18048    46783    96949    91684    26742    29318     20625     41235  1124074  1279447  2133730  2772930
              64      32    43564    40587   107554   124981   120547    45553    44912     54751     43564  1249666  2133730  2133730  2278628
              64      64   192178   131148   190405   197552   178266   237174    31312    230257     31618  1143223  1336792  1330167  1421755
             128       4     3196     3789    41263    42257    41451    15967    29331      3010     23849   962469  1196221  2660335  2905056
             128       8     3600     4451    70291    72395    71308    24554    38084      7179     47461  1093856  1185654  2985839  3359523
             128      16    16372    17682    60405    92153    89825    39131    34270      8134     34982  1231904  1749872  3053774  3277486
             128      32    17367    26992    73055   127105   123339    48047    56939     39578     62837  1359835  1243315  2453642  2969325
             128      64    76468    76003   184694   204148   189854    77294    79893     77483     77439  1231904  2098744  2066432  1997245
             128     128   270082   172527   274641   285751   259633   319983    53225    332467     54890  1349580  1504659  1102844  1377278
             256       4     3509     2217    21176    34806    35589    14170    34228      3581     29636  1011241  1471270  2975955  2458168
             256       8     3570     6914    71808    73184    72546    30903    58877      7977     48800  1123389  1532153  3410808  3017775
             256      16     8547    15330    70502    92685    91368    46176    59329     15208     69225  1231629  1871263  3511189  3654598
             256      32    14576    27153    84150   129167   127359    64942    95233     32478     85388  1340826  1956506  2266207  3605511
             256      64    32193    33208    87049   206417   200145    64385   111363     74052    123492  1398455  1694118  2582316  2458168
