	Iozone: Performance Test of File I/O
	        Version $Revision: 3.465 $
		Compiled for 64 bit mode.
		Build: linux-AMD64 

	Contributors:William Norcott, Don Capps, Isom Crawford, Kirby Collins
	             Al Slater, Scott Rhine, Mike Wisner, Ken Goss
	             Steve Landherr, Brad Smith, Mark Kelly, Dr. Alain CYR,
	             Randy Dunlap, Mark Montague, Dan Million, Gavin Brebner,
	             Jean-Marc Zucconi, Jeff Blomberg, Benny Halevy, Dave Boone,
	             Erik Habbinga, Kris Strecker, Walter Wong, Joshua Root,
	             Fabrice Bacchella, Zhenghua Xue, Qin Li, Darren Sawyer,
	             Vangel Bojaxhi, Ben England, Vikentsi Lapa,
	             Alexey Skidanov.

	Run began: Mon Sep 26 07:26:06 2016

	O_DIRECT feature enabled
	Auto Mode
	Command line used: /root/iozone -I -a
	Output is in kBytes/sec
	Time Resolution = 0.000001 seconds.
	Processor cache size set to 1024 kBytes.
	Processor cache line size set to 32 bytes.
	File stride size set to 17 * record size.
                                                              random    random     bkwd    record    stride                                    
              kB  reclen    write  rewrite    read    reread    read     write     read   rewrite      read   fwrite frewrite    fread  freread
              64       4     3875     2894    31404    42214    39875     6341    13250      1874     16926   901377  1336792  1991276  2772930
              64       8     4368     8268    66811    62502    68886    18648    29850      8909     42267   983980  1452528  2067979  2923952
              64      16    17922    18151    39558    90266    86125    24410    34593     18312     37670  1049372  1638743  2278628  2662899
              64      32    44108    37713   110158   124981   117693    44137    24577     25326     23205  1279447  2067979  2067979  2298136
              64      64   193424   235303   192178   199906   171108   242531    29505    244297     26766  1066042  1599680  2067979  1336792
             128       4     3325     3546    32878    41317    41570    17294    30280      2550     25432   985435  1455701  2714132  3124872
             128       8     3718     7776    70254    72036    71470    25666    41747      7836     49304  1152564  1663139  3053774  3560017
             128      16    14615    15113    37591    92614    90203    16942    39999      8057     35684  1067750  1858934  2969325  3277486
             128      32    30166    32429    70254   128137   123566    42694    51529     35566     60802  1421023  2098744  2770150  3124872
             128      64    87498    78861   182870   204148   193063    75331    81162     89825     51097  1067750  2066432  1939522  1997245
             128     128   275911   209159   273522   279502   259131   313628   116160    316774    119842  1133103  1852520  1406136  1065630
             256       4     3423     1878    23421    34427    35650    16885    33720      3624     25840  1058076  1570244  3043436  3326279
             256       8     5529     7722    72233    73904    72767    29660    46894      5212     39837  1137672  1778290  3410808  3667079
             256      16    12358    13834    72360    97455    95922    49863    78652     12590     53200  1117543  1924938  3465855  3770085
             256      32    26328    29574    87404   128441   126162    60894    95267     29976     84348  1235882  2000242  3326279  3511189
             256      64    34463    47154   135799   208663   201271    77622    96275     62106    112471  1437779  2030503  2726577  2285501
             256     128   146950    82634   255239   276181   270340    84567    98383     86663    209846  1306564  2135500  2065659  2049885
             256     256   344500   387379   345943   352068   316103   347398   228367    399337     94846  1375171  2266207  1471270  1391207
             512       4     2880     2898    24731    24748    27007    12153    38415      2733     29294  1127402  1679288  2910635  3012719
             512       8     5467     4287    48106    62438    61842    28357    52827      4313     42070  1122687  1854787  3634839  3884698
             512      16     9919     9033    77098    93638    87638    45434    81037      9728     53765  1187895  1992458  3659616  3970896
             512      32    24872    13753    77881   129329   128286    73733    83850     28849    102751  1185272  1835760  3459188  3628697
             512      64    51246    53079   151073   208639   206611   109171    98162     29001    108383  1306409  1968713  3140488  3182373
             512     128   114846    59075   255750   293901   288260   110770   172741    129688    193435  1347393  1940253  2613128  2655129
             512     256   138522   159063   251202   300271   283803   219001   227347    264735    157004  1216149  2016784  2081286  1999881
             512     512   326325   350964   352404   378958   344103   349025   213514    422084    311780  1373241  2049505  2597325  2391924
            1024       4     2420     2746    25035    25052    26080    16479    30686      2467     29573  1126753  1577984  3345496  3458646
            1024       8     4811     6013    46946    46901    48445    23488    48365      4866     48034  1166221  1738286  3791442  3863055
            1024      16     9359    11732    74765    86911    73300    41823    69481     10184     66073  1214706  1841116  3970183  3984917
            1024      32    24899    16731    96742   106755   109098    89753    89026     20813     88245  1243906  1917562  3951918  3970183
            1024      64    44392    35329   164364   183147   181752   138960   140235     34663    169568  1196434  1784509  2737730  2902385
            1024     128    87036    52298   240213   259690   265485   149641   182921     76583    194573  1302766  1865101  3020783  2916180
            1024     256   137211   159903   257094   270535   272043   166828   233107    236379    212972  1381993  1841116  2572135  2491561
            1024     512   193573   255351   341798   347607   341662   246273   252158    280244    324667  1174513  1893052  2592318  2437821
            1024    1024   338965   371671   355431   298472   357027   360050   358547    349019    230530  1183575  1924436  2230218  2279941
            2048       4     2600     2812    25178    25485    25814    14940    32003      2682     27717  1099327  1631886  3261415  3363581
            2048       8     5600     5018    47249    47276    46407    27460    46956      4972     46322  1157703  1791882  3657149  3984558
            2048      16    10813     9454    84936    88002    70132    44850    65326     10402     66818  1229979  1919621  3843705  4056054
            2048      32    17643    18939    99508   102221   102554    60751    98192     21906     94779  1252577  1867050  3799501  4040790
            2048      64    34391    36732   171768   167318   166546    96919   145609     39727    155943  1240458  1794877  3470953  3567536
            2048     128    65828    67428   225897   234378   233068   132214   185809     79076    267226  1279252  1804302  3396834  3494960
            2048     256   109483   112751   240292   252371   256065   210915   203053    181867    248754  1234575  1692329  2896324  2951050
            2048     512   151322   146756   269337   285790   304221   192264   256969    251876    328942  1357919  1692329  2813783  2848305
            2048    1024   284521   189594   354636   293825   333812   211742   333113    205910    350326  1185831  2157838  2720222  2778290
            2048    2048   367628   259070   279394   286830   352612   348182   281777    339123    324972  1318727  1965747  2684517  2704804
            4096       4     2702     2586    25682    25513    25827    15238    31800      2561     26704  1072816  1513137  3029528  3474326
            4096       8     4969     5205    48567    48584    46802    25991    47325      5051     44997  1164989  1760989  3524939  3946849
            4096      16     9911     9766    85254    88879    69741    44716    66396     11270     66578  1228554  1787929  3670280  4039655
            4096      32    18857    20334   100730   102185   102154    63672    97826     22045     99126  1245386  1791098  3663236  4100397
            4096      64    34940    36732   169353   172260   171883    97563   152972     38218    159676  1222696  1719567  3300136  3558525
            4096     128    64548    65750   230488   228608   222621   153660   199668     75918    213576  1248373  1760087  3402085  3571100
            4096     256    94264   101804   232541   248591   239264   198400   225825    161547    250549  1178656  1612708  3261295  3343814
            4096     512   155806   135288   257415   301486   270396   203314   314374    207066    285931  1162309  1585764  2599148  2736168
            4096    1024   201613   198593   267520   281181   317341   237919   314012    249450    251425  1356290  1704554  2602298  2898672
            4096    2048   203587   197692   357766   304080   302245   215114   305670    300953    352098  1283631  2388479  2408233  2452583
            4096    4096   251183   227040   314495   349661   323770   215047   296599    215906    371787  1116968  1552097  1854114  1814939
            8192       4     2556     2622    25899    25847    21788     5552    31263      2649     26510  1098709  1445581  2544071  2763857
            8192       8     5092     5347    49321    48287    47254    27901    48256      5228     44313  1196086  1622824  2846515  3086627
            8192      16    10110     9926    89253    89913    71666    46981    68792     11009     66518  1254884  1704537  2960564  3188600
            8192      32    18830    18679   103038   104431   102867    70507    98450     20418     99102  1233175  1647332  2931016  3197502
            8192      64    35005    35095   173159   169595   169445   100446   155969     38512    159148  1241956  1642293  2830803  2985517
            8192     128    61682    60023   232470   235903   234480   153044   202276     80442    213811  1241777  1659585  2893742  3046668
            8192     256    99784   100958   243999   240608   239805   231405   218347    145879    243034  1168467  1558278  2874376  2998544
            8192     512   129044   133424   270381   269285   263977   218511   269005    201168    315856  1117905  1460016  2334569  2373761
            8192    1024   175586   175214   285615   298313   289665   212328   263679    196313    278941  1195378  1512858  2259794  2319440
            8192    2048   275027   223642   304975   270944   299184   213874   266675    221531    337575  1390811  1794073  2566303  2552007
            8192    4096   208077   234123   325802   304332   307574   238667   337771    223960    311055  1283621  2425198  2360876  2351344
            8192    8192   188894   187284   344562   314037   315769   219290   297111    212162    298313  1238599  1680774  2333935  2348612
           16384       4     2550     2597    22906    15481    17221    12721    32841      2618     26411  1080158  1452849  2681546  2823917
           16384       8     5223     5375    49806    49823    48217    27529    49310      5293     44037  1195208  1607856  3006258  3169745
           16384      16     9940    10313    90346    90613    69921    46973    68467     10921     65780  1211026  1640208  3039634  3225841
           16384      32    18678    19035   104901   105125   105096    69940    98746     20694     99104  1245825  1703473  3213171  3397781
           16384      64    34545    35313   173883   174708   170682    90712   157877     38587    160574  1240092  1675765  2997864  3138046
           16384     128    60652    62808   236012   236721   234717   138117   204561     77264    204948  1231602  1669617  2938260  3036814
           16384     256   100268    98240   243157   234727   235037   187179   237211    147538    233383  1144222  1532486  2853821  2933494
           16384     512   128680   143802   259231   252376   272001   189215   264719    202489    271920  1120874  1478162  2544901  2536260
           16384    1024   170290   166899   299848   264834   265526   219669   279777    207707    275111  1151218  1502169  2617704  2636586
           16384    2048   195308   191321   280246   306530   305033   193059   297247    217095    301936  1199234  1556401  2549622  2539728
           16384    4096   201937   202076   310934   295174   301187   236264   310602    199975    309927  1338652  1709703  2266413  2238871
           16384    8192   192925   225305   309405   314067   328085   204169   337557    189739    320275  1258464  2342911  2358753  2358753
           16384   16384   202251   199675   306645   313737   318302   220105   320526    194134    323896  1249449  1701532  2327910  2345310
           32768      64    34627    35318   171465   173352   173022   104749   160570     38108    161173  1214298  1634566  2793258  2901587
           32768     128    63030    61462   235534   234174   233982   144162   213848     77136    210140  1197445  1620803  2696266  2785954
           32768     256    95709    96891   235795   239343   237497   181024   233151    144994    232680  1131764  1531510  2982434  3061900
           32768     512   136059   135956   264942   267795   264948   188437   270106    194922    251900  1099381  1475493  2629665  2651326
           32768    1024   169889   165236   269415   281154   275447   218082   279710    183662    272319  1093207  1440995  2460999  2502493
           32768    2048   196516   185090   273363   282011   296087   224435   299426    204701    283565  1129977  1451128  2606623  2622039
           32768    4096   198678   192627   308442   290215   302181   204910   312397    205749    314489  1178663  1537025  2311382  2341426
           32768    8192   201384   191560   325735   322037   331471   187829   308884    203859    336412  1330511  1695713  2240725  2265658
           32768   16384   194604   194247   308004   317590   327221   202788   298178    195458    317648  1273540  2351803  2128071  2145478
           65536      64    34346    35490   175844   173545   136585    57778   113664     38449    163173  1219020  1650989  2925079  2999776
           65536     128    60835    62035   237914   240261   237860   139687   217851     76448    218294  1210090  1638110  2904187  2976743
           65536     256    96426    97528   232661   239449   227003   125878   187423     97363    178197  1126591  1512447  3040388  3056277
           65536     512   133539   134753   257876   258344   267735   206618   260541    197504    256955  1099486  1471195  2601881  2653164
           65536    1024   167044   174346   278365   278743   269100   215505   278940    184680    279126  1085033  1434833  2555605  2579855
           65536    2048   193508   183278   286259   298926   286191   208473   287365    202489    283691  1072866  1386592  2517524  2528594
           65536    4096   191315   201554   301454   301576   300593   213348   302410    190916    323350  1089687  1412478  2195583  2206227
           65536    8192   197815   189684   321341   340432   329162   193675   308170    199658    320474  1155576  1477093  2216296  2224114
           65536   16384   202858   193931   315113   324744   310503   196772   310445    193524    324161  1349313  1728130  2217118  2224348
          131072      64    34724    35328   143356    97290   122367    96458   163236     38039    163179  1215091  1645498  2948498  2975258
          131072     128    61167    61942   230340   157687   163799   109727   214473     77421    216327  1202065  1633112  2886087  2944976
          131072     256    95736    96683   230253   184387   184979   136099   233766    143292    234938  1128656  1517669  3019395  3075285
          131072     512   132223   134437   259559   222236   220713   148537   222570    188878    261129  1084907  1445342  2611830  2638163
          131072    1024   163085   163103   270431   270561   247450   177595   244705    160607    250605  1076513  1417054  2585239  2566819
          131072    2048   183112   210810   292625   287893   269346   192311   262550    186409    261255  1065410  1383389  2541779  2567167
          131072    4096   185968   184282   300616   297654   290459   194631   291613    188577    289248  1069478  1399760  2263927  2271682
          131072    8192   183072   175881   298726   308327   308254   184291   299816    186088    299698  1103039  1436673  2218216  2226004
          131072   16384   187022   183993   301021   300503   303510   188318   304080    192978    299955  1152545  1467789  2163619  2183981
          262144      64    33796    35200   115558   121671   174702   101700   163066     38176    163143  1206468  1648092  2918227  2981315
          262144     128    61081    61487   186315   156842   237497   144391   215792     76841    216267  1196872  1627052  2880830  2958907
          262144     256    96607    97545   208205   184435   223859   181022   234940    143312    234724  1117675  1501165  2979853  2999394
          262144     512   130558   129485   239849   220831   234350   199954   260112    190691    261835  1080952  1435242  2582190  2575440
          262144    1024   161660   160900   258035   249092   243844   194811   274758    189519    274434  1077004  1418774  2633372  2661335
          262144    2048   188498   188476   276230   265117   269192   195252   261933    199117    280224  1047724  1373380  2539077  2582596
          262144    4096   184042   187662   293024   284663   284429   189572   286876    181981    285449  1056311  1367783  2214632  2248155
          262144    8192   182153   181758   315820   304907   300327   181791   302368    183036    303269  1081046  1411409  2250336  2276248
          262144   16384   189360   192952   314129   304948   301547   187495   301105    191868    299257  1102571  1425091  2224647  2239724
          524288      64    34737    35412   119975   175240   174704   102543   163036     38282    125962  1211223  1654370  2929832  2970064
          524288     128    61165    61796   170149   239325   239083   140750   215116     76955    163974  1200240  1629893  2954735  2993331
          524288     256    95615    96972   196216   233335   237939   180916   232332    143498    193349  1117669  1506734  2955001  2988518
          524288     512   130552   134838   230712   248554   261428   201012   260929    191252    229454  1078006  1432374  2595459  2614614
          524288    1024   163008   166346   257992   255480   273097   209832   274520    188461    253787  1065948  1406107  2595407  2622083
          524288    2048   189338   188498   273581   269377   278383   213301   284247    201845    267729  1048945  1359589  2556778  2549938
          524288    4096   186980   190615   290606   289255   287993   190182   298310    191702    292471  1041109  1347260  2204031  2234196
          524288    8192   181402   181940   304957   303875   305735   183065   300367    189046    306482  1042452  1361231  2211970  2228064
          524288   16384   191503   190353   307190   305595   304493   192172   304647    192945    300663  1067025  1380915  2235550  2252841

iozone test complete.
